,device,source,ab_version,value,value_before
45,Desktop,Source1,control,372.2208253952944,360.0496153545556
46,Desktop,Source1,control,400.99725601486983,421.9356843721546
47,Desktop,Source1,control,339.1174149196542,363.1005345409907
48,Desktop,Source1,control,327.0814427390358,335.54294441848134
49,Desktop,Source1,control,367.966734154015,365.4570694593551
50,Desktop,Source1,control,269.18656485830144,274.68168712084554
51,Desktop,Source1,control,368.92211378798896,358.48918296377946
52,Desktop,Source1,control,313.7169000763194,317.9468312326133
53,Desktop,Source1,control,257.54288347711486,248.81114954854795
54,Desktop,Source1,control,302.45459583597454,299.29116877267575
55,Desktop,Source1,control,284.9309174275343,270.976114939863
56,Desktop,Source1,control,430.96693344303833,425.76981420208017
57,Desktop,Source1,control,331.69575345054204,348.4101524534604
58,Desktop,Source1,control,317.22745483140926,296.81602696414757
59,Desktop,Source1,control,392.46515620150024,389.48271569092253
60,Desktop,Source1,control,337.82658554684457,342.220449781241
61,Desktop,Source1,control,488.0308778151042,490.9791152656718
62,Desktop,Source1,control,285.06689574546255,282.34480110649724
63,Desktop,Source1,control,248.41860267739926,259.257631350016
64,Desktop,Source1,control,324.5840094053934,332.22835120127615
65,Desktop,Source1,control,322.1213047128289,316.50988630470806
66,Desktop,Source1,control,358.1150842629963,346.56162943009406
67,Desktop,Source1,control,305.94864416600274,300.76028931501054
68,Desktop,Source1,control,297.55424665334937,308.29405842981174
69,Desktop,Source1,control,317.6190209560455,305.7734004178401
70,Desktop,Source1,control,392.27869646022424,387.6394645123158
71,Desktop,Source1,control,268.4311068769152,269.9653602533094
72,Desktop,Source1,control,287.31246715378194,272.58055297750735
73,Desktop,Source1,control,233.54787694688196,250.12955749770367
74,Desktop,Source1,control,261.66037210026184,260.7757666487483
75,Desktop,Source1,control,385.4928932011748,391.66408482563645
76,Desktop,Source1,control,319.9268713423091,304.944763706557
77,Desktop,Source1,control,267.4603364705699,284.4694917462744
78,Desktop,Source1,control,296.93713994454316,295.62547532879756
79,Desktop,Source1,control,315.7109073503933,331.03764541885454
80,Desktop,Source1,control,235.05528180289434,243.19444181414056
81,Desktop,Source1,control,388.16058684084646,383.31364372265824
82,Desktop,Source1,control,315.56512138821205,309.64728728235553
83,Desktop,Source1,control,387.6905261776436,383.73900837881934
84,Desktop,Source1,control,390.82139774551683,393.7259653071352
85,Desktop,Source1,control,472.7537429533409,458.81646802749657
86,Desktop,Source1,control,394.9332695608716,400.47348000550704
87,Desktop,Source1,control,374.10613979470116,369.1605195285966
88,Desktop,Source1,control,302.653258681345,301.995016429542
89,Desktop,Source1,control,468.48649498668334,449.1984671732589
90,Desktop,Source1,control,290.20517939891386,298.28742280840873
91,Desktop,Source1,control,257.19256386524165,247.17310123383174
92,Desktop,Source1,control,296.2575114688091,298.1553036810265
93,Desktop,Source1,control,412.433319364595,418.91343095463486
94,Desktop,Source1,control,297.94147077402846,318.1000183309471
95,Desktop,Source1,control,239.47073219964034,226.83655151896613
96,Desktop,Source1,control,393.128319854972,384.24356236861087
97,Desktop,Source1,control,394.63359339074344,398.0499085768084
98,Desktop,Source1,control,320.36435058227664,314.9147752702706
99,Desktop,Source1,control,259.87487709470383,243.21305609994408
100,Desktop,Source1,control,299.9461719927869,300.15721616670925
101,Desktop,Source1,control,314.20877553565094,336.9347036209148
102,Desktop,Source1,control,305.88131478828063,308.37130326932004
103,Desktop,Source1,control,362.52318629076086,364.5138825271346
104,Desktop,Source1,control,399.4636164093638,388.61021522025595
105,Desktop,Source1,control,291.4547891227614,300.4227996068688
106,Desktop,Source1,control,368.0827582646524,353.2629316760108
107,Desktop,Source1,control,388.1186466987398,372.02214648574534
108,Desktop,Source1,control,348.8050312720635,348.7874112262191
109,Desktop,Source1,control,305.16009342262123,312.96199930244853
110,Desktop,Source1,control,377.90279123370436,399.9909087568043
111,Desktop,Source1,control,342.27846415215436,324.1597294987529
112,Desktop,Source1,control,419.0793607023947,424.90147873167535
113,Desktop,Source1,control,312.6436071465462,318.528167692062
114,Desktop,Source1,control,383.00202882998974,387.52079498234275
115,Desktop,Source1,control,258.99144395923474,284.44308533948197
116,Desktop,Source1,control,265.0136184946511,272.51240101851266
117,Desktop,Source1,control,314.44351079690404,306.7712671045314
118,Desktop,Source1,control,431.94305765303824,414.89324710871216
119,Desktop,Source1,control,281.45192510921606,265.708850370356
120,Desktop,Source1,control,381.799461515476,381.99154490633083
121,Desktop,Source1,control,258.8169502906727,247.77875070845732
122,Desktop,Source1,control,399.6064701099331,388.9075229380535
123,Desktop,Source1,control,413.64572139358893,404.9684725535874
124,Desktop,Source1,control,328.7624344322895,344.39284933864786
125,Desktop,Source1,control,268.2740047569891,267.83392709255867
126,Desktop,Source1,control,420.0880778678816,415.5836499026219
127,Desktop,Source1,control,343.8266968906281,336.6703464173867
128,Desktop,Source1,control,355.2100895148951,368.7593611667683
129,Desktop,Source1,control,382.042129399161,383.95711322027387
130,Desktop,Source1,control,323.88441004646955,324.05852031586517
131,Desktop,Source1,control,360.8591442237753,363.6936184186695
132,Desktop,Source1,control,401.04362223414137,399.781040417728
133,Desktop,Source1,control,333.27879722806443,322.6118501644045
134,Desktop,Source1,control,331.7543421225227,334.09968673681647
135,Desktop,Source1,control,345.09703665761145,336.8940959246003
136,Desktop,Source1,control,339.7920897397421,342.97978104628567
137,Desktop,Source1,control,306.12221009301396,282.0588909956228
138,Desktop,Source1,control,267.3316632567598,270.9343973278878
139,Desktop,Source1,control,485.5668378258513,476.84515626103405
140,Desktop,Source1,control,344.1653543689067,363.4451505922272
141,Desktop,Source1,control,287.5655482398568,294.4579901478058
142,Desktop,Source1,control,248.19068307141134,258.0000251040216
143,Desktop,Source1,control,392.6354081264456,400.2893723680837
144,Desktop,Source1,control,315.719009834633,317.95403078706045
145,Desktop,Source1,control,511.528270391641,504.6382601589624
146,Desktop,Source1,control,335.0922902590818,352.229125577987
147,Desktop,Source1,control,352.2270348041924,342.2751841536213
148,Desktop,Source1,control,300.72749422019024,308.2271845827892
149,Desktop,Source1,control,258.6081225370958,269.3250630447377
150,Desktop,Source1,control,397.05085248259485,389.90437972441015
151,Desktop,Source1,control,396.15738209693154,392.9095320734385
152,Desktop,Source1,control,298.60280032901017,307.8044929094804
153,Desktop,Source1,control,432.41361184042734,437.96219994613085
154,Desktop,Source1,control,342.3726350062177,344.2805774487313
155,Desktop,Source1,control,280.2172893519596,289.237552623034
156,Desktop,Source1,control,262.88470386630195,274.4961134212981
157,Desktop,Source1,control,321.2831697565533,324.28102261468916
158,Desktop,Source1,control,336.9289599191837,336.50843426057247
159,Desktop,Source1,control,305.54739459961394,317.21484592014974
160,Desktop,Source1,control,255.4995357036144,268.852114800355
161,Desktop,Source1,control,279.98037107640846,284.8064550084728
162,Desktop,Source1,control,247.06126780530778,248.77247198682358
163,Desktop,Source1,control,266.7947194227483,266.9166632893446
164,Desktop,Source1,control,280.21560604004327,301.74080856751954
165,Desktop,Source1,control,359.52495913605225,370.18235703814037
166,Desktop,Source1,control,356.29265387651446,357.4924016825982
167,Desktop,Source1,control,317.97689649774145,304.2540833744714
168,Desktop,Source1,control,256.2573486896696,255.58109156206697
169,Desktop,Source1,control,384.2899930545573,398.6671600638346
170,Desktop,Source1,control,328.4280052095928,341.0846765010979
171,Desktop,Source1,control,284.6013058204304,285.0429142904414
172,Desktop,Source1,control,314.21715963519904,311.25119800202134
173,Desktop,Source1,control,280.6409928428165,281.3523411827582
174,Desktop,Source1,control,276.64201647928996,284.99144682181816
175,Desktop,Source1,control,352.14027122852053,352.20169342823124
176,Desktop,Source1,control,240.3255890998969,242.4776753444202
177,Desktop,Source1,control,277.16929729997486,275.54509639296384
178,Desktop,Source1,control,331.03795187381206,327.44078460728264
179,Desktop,Source1,control,313.9421432977159,311.3663010209462
180,Desktop,Source1,control,368.4518983371799,361.06774212110383
181,Desktop,Source1,control,289.1612801106157,290.61912235605394
182,Desktop,Source1,control,398.952041492961,387.83589731255427
183,Desktop,Source1,control,309.78170023521596,307.63947963552556
184,Desktop,Source1,control,399.33696271490396,398.5340761622071
185,Desktop,Source1,control,269.2435927861073,258.51861788161017
186,Desktop,Source1,control,295.046500022489,294.5274246641331
187,Desktop,Source1,control,285.97219290813916,284.85279557439225
188,Desktop,Source1,control,438.52286643658204,439.7234293826333
189,Desktop,Source1,control,317.5186775088206,314.27375787713504
190,Desktop,Source1,control,349.686211262397,338.26787529929607
191,Desktop,Source1,control,364.5852020055298,354.1635588016325
192,Desktop,Source1,control,249.13849086801488,256.450566136003
193,Desktop,Source1,control,364.67998818487405,360.9374590053831
194,Desktop,Source1,control,251.75595292269364,245.66209860418203
195,Desktop,Source1,control,297.77462573375817,305.2117112258785
196,Desktop,Source1,control,362.3519739564047,322.98671424188774
197,Desktop,Source1,control,237.9103530430092,255.2373585972355
198,Desktop,Source1,control,391.8538926220619,383.33714947793317
199,Desktop,Source1,control,274.440343922831,280.41553304708765
200,Desktop,Source1,control,333.9389426492045,342.425696756122
201,Desktop,Source1,control,247.80390245990367,231.48376601119557
202,Desktop,Source1,control,404.682807588296,417.3186540238692
203,Desktop,Source1,control,454.88154886313765,446.89089227548743
204,Mobile,Source2,control,356.80406139942806,362.4729257621823
205,Mobile,Source2,control,427.1836711413731,410.40997752155556
206,Mobile,Source2,control,286.33654650053063,299.50989587925943
207,Mobile,Source2,control,368.5767066664496,372.6485895782263
208,Mobile,Source2,control,339.2412331070521,335.03978955847504
209,Mobile,Source2,control,300.2867413961022,299.49030110655417
210,Mobile,Source2,control,280.425188472002,289.58648745124833
211,Mobile,Source2,control,435.4798624791092,433.9349528603545
212,Mobile,Source2,control,332.0630467386213,330.07348367611206
213,Mobile,Source2,control,279.94487356891216,292.2762840777782
214,Mobile,Source2,control,374.6520398364442,363.72138942871436
215,Mobile,Source2,control,283.3075816460093,270.1716496230112
216,Mobile,Source2,control,426.5435157233807,437.3277663204731
217,Mobile,Source2,control,272.4095452644236,267.8226552590016
218,Mobile,Source2,control,353.48974070342337,343.1905374021218
219,Mobile,Source2,control,315.41208712872816,311.5282542420405
220,Mobile,Source2,control,395.18967957980686,387.4866590796023
221,Mobile,Source2,control,254.05366278591086,285.4489888211034
222,Mobile,Source2,control,371.7822969656357,352.96717377227407
223,Mobile,Source2,control,306.19360118659256,313.74583364253346
224,Mobile,Source2,control,331.2552695884846,324.0296837638666
225,Mobile,Source2,control,356.8079224920595,354.74298484805115
226,Mobile,Source2,control,325.67111958160496,321.5492070940577
227,Mobile,Source2,control,220.98026420531716,238.49053295219025
228,Mobile,Source2,control,266.8730790068671,261.8826991098762
229,Mobile,Source2,control,452.89153947744944,440.5913028922126
230,Mobile,Source2,control,359.5761858138934,349.4586199755627
231,Mobile,Source2,control,317.31861903244754,333.0552464104432
232,Mobile,Source2,control,300.94631648670315,281.73985964116565
233,Mobile,Source2,control,234.7911118491518,240.39351972131843
234,Mobile,Source2,control,271.837165898955,256.8948046398371
235,Mobile,Source2,control,295.61517986766427,298.95728817736364
236,Mobile,Source2,control,469.2825408762329,465.1956307172686
237,Mobile,Source2,control,310.0484892084067,317.6071422381638
238,Mobile,Source2,control,294.93809210048323,280.36116340371734
239,Mobile,Source2,control,289.3314211538865,303.9140351960534
240,Mobile,Source2,control,354.83470562892956,352.6777614874521
241,Mobile,Source2,control,308.1944560684392,313.02855398991136
242,Mobile,Source2,control,247.19712664976396,270.56285493912833
243,Mobile,Source2,control,293.2879032157166,298.0089617136982
244,Mobile,Source2,control,364.8322510422964,343.9298300804359
245,Mobile,Source2,control,225.87680184413563,243.71121161309557
246,Mobile,Source2,control,374.8768521668409,374.0359918968321
247,Mobile,Source2,control,267.0207763701905,276.5577873685552
248,Mobile,Source2,control,338.31667832937586,335.31424239836116
249,Mobile,Source2,control,300.47502285777165,297.3421003343307
250,Mobile,Source2,control,320.92142947552844,336.5190191433198
251,Mobile,Source2,control,299.5089854487759,297.53325544228187
252,Mobile,Source2,control,264.6669621222755,272.28543778397653
253,Mobile,Source2,control,282.2319081579619,284.7063159401975
254,Mobile,Source2,control,363.2953451928161,361.6186554515941
255,Mobile,Source2,control,324.068384762648,317.0229372624691
256,Mobile,Source2,control,309.2027311435066,336.4479077593987
257,Mobile,Source2,control,449.85291936540756,446.07931086918455
258,Mobile,Source2,control,372.9062429292756,372.2947399230435
259,Mobile,Source2,control,240.29351947705726,242.0348220521658
260,Mobile,Source2,control,385.0763486661404,371.9810943050793
261,Mobile,Source2,control,342.7033230083201,317.74160024805366
262,Mobile,Source2,control,514.0012400729777,520.1012304819039
263,Mobile,Source2,control,328.084952359456,327.0533903190994
264,Mobile,Source2,control,321.0719130172385,310.5705232129148
265,Mobile,Source2,control,303.0855312765137,304.3774058097952
266,Mobile,Source2,control,351.13816160020286,346.67628971194154
267,Mobile,Source2,control,393.8784988032031,398.53385371198897
268,Mobile,Source2,control,303.6636534086851,294.9479905191625
269,Mobile,Source2,control,379.0772375909585,379.9463701378288
270,Mobile,Source2,control,357.9264919410402,354.63512210806203
271,Mobile,Source2,control,371.86540956936204,370.39744683105874
272,Mobile,Source2,control,403.58746310157665,418.4731378665984
273,Mobile,Source2,control,407.08904850331663,423.7134882911859
274,Mobile,Source2,control,296.19830176275656,280.4193097862459
275,Mobile,Source2,control,239.2362452520136,239.75501805624657
276,Mobile,Source2,control,286.05112723843035,300.0932193060952
277,Mobile,Source2,control,282.8371834474053,290.9109329397312
278,Mobile,Source2,control,415.41242056198547,423.0115203459665
279,Mobile,Source2,control,273.2362478820725,270.9207221146442
280,Mobile,Source2,control,308.28241970853594,296.2492730304859
281,Mobile,Source2,control,294.98735499654106,293.7329207240843
282,Mobile,Source2,control,449.73134036558895,466.6026714481504
283,Mobile,Source2,control,370.9751360952645,379.6122103714052
284,Mobile,Source2,control,270.66781231260074,259.2987237077156
285,Mobile,Source2,control,320.0990846776473,298.63863372138877
286,Mobile,Source2,control,339.8497041865064,346.47050863860494
287,Mobile,Source2,control,279.07015799685246,287.19997846708765
288,Mobile,Source2,control,400.8141823263094,401.28753793753793
289,Mobile,Source2,control,281.30573492691207,280.8435394432537
290,Mobile,Source2,control,355.96158523951846,364.895941267712
291,Mobile,Source2,control,264.95553423280336,280.48066478926245
292,Mobile,Source2,control,333.0086821906808,310.03289531724465
293,Mobile,Source2,control,370.96298941727764,381.8586344411798
294,Mobile,Source2,control,456.0060288569293,454.92060437369497
295,Mobile,Source2,control,334.25593874800865,325.029821905944
296,Mobile,Source2,control,323.99168659077054,325.2922661618843
297,Mobile,Source2,control,221.249357728474,223.7416051740715
298,Mobile,Source2,control,327.6609849118599,313.38729902451496
299,Mobile,Source2,control,281.6645461076834,285.8471834350448
300,Mobile,Source2,control,297.71335762782985,296.97633819320623
301,Mobile,Source2,control,307.25411882791775,314.0365042840644
302,Mobile,Source2,control,258.8251130439829,273.48424220056705
303,Mobile,Source2,control,268.4450854906067,276.47578235170215
304,Mobile,Source2,control,223.78812763192798,235.02553596870166
305,Mobile,Source2,control,337.1070837992995,323.83986699686443
306,Mobile,Source2,control,373.43629205149693,374.29299756823485
307,Mobile,Source2,control,228.96926342573624,244.41931052380818
308,Mobile,Source2,control,330.474163593695,333.26371358358944
309,Mobile,Source2,control,414.23003572385426,405.90993489625885
310,Desktop,Source2,control,301.2836683460475,302.3057784655145
311,Desktop,Source2,control,417.9424268821001,400.97255316967096
312,Desktop,Source2,control,348.4356877606522,344.35398307071756
313,Desktop,Source2,control,409.98035864846366,409.2049069859541
314,Desktop,Source2,control,418.68352694365086,420.6702687325913
315,Desktop,Source2,control,346.15894549056236,344.33498230079095
316,Desktop,Source2,control,235.29039681522772,245.4353234982157
317,Desktop,Source2,control,260.85783139799094,273.6421170802015
318,Desktop,Source2,control,306.09782696425975,313.1648932637935
319,Desktop,Source2,control,295.850301341514,296.9905984304108
320,Desktop,Source2,control,311.24417600414995,334.3702895597895
321,Desktop,Source2,control,296.75271082495743,304.2394893552562
322,Desktop,Source2,control,365.134473706519,371.68220289160956
323,Desktop,Source2,control,273.74826248342504,278.12162258591997
324,Desktop,Source2,control,236.29513851735877,249.70694938509695
325,Desktop,Source2,control,296.75444938888234,311.1019548063052
326,Desktop,Source2,control,385.6611927426353,382.4233089281275
327,Desktop,Source2,control,428.5221242557944,431.54222236643534
328,Desktop,Source2,control,279.0716957291992,296.0077013165484
329,Desktop,Source2,control,311.5856295685132,310.84172870551544
330,Desktop,Source2,control,362.65585103508135,347.9430726021861
331,Desktop,Source2,control,317.8416932390782,321.63053843445596
332,Desktop,Source2,control,393.2039069775135,398.62340851262775
333,Desktop,Source2,control,420.2913974760961,426.5125114560678
334,Desktop,Source2,control,341.07039851469733,338.21926880292494
335,Desktop,Source2,control,300.6052305440392,308.99641704894924
336,Desktop,Source2,control,272.13992254403854,288.22111885342827
337,Desktop,Source2,control,337.9260063391133,332.3772648697029
338,Desktop,Source2,control,366.5734379664181,367.0946180641994
339,Desktop,Source2,control,308.900452859652,284.9433445511149
340,Desktop,Source2,control,266.50542037281184,276.67714134903474
341,Desktop,Source2,control,322.49296973697443,318.9125379257147
342,Desktop,Source2,control,272.54523228950336,294.5790231521374
343,Desktop,Source2,control,388.35249396214857,395.86111910745933
344,Desktop,Source2,control,281.49621332738957,282.10287368660005
345,Desktop,Source2,control,454.1846010412477,454.3185946187169
346,Desktop,Source2,control,256.88716407836546,258.9262057222097
347,Desktop,Source2,control,350.2773893742273,345.60410851397705
348,Desktop,Source2,control,347.64800653436413,344.5478953832188
349,Desktop,Source2,control,268.91558409111246,280.7014243449197
350,Desktop,Source2,control,285.8524510084058,296.03029605190727
351,Desktop,Source2,control,317.7375869432988,322.17110795406927
352,Desktop,Source2,control,336.086729596231,328.24925000453067
353,Desktop,Source2,control,360.0238119456702,370.4851593715452
354,Desktop,Source2,control,381.1191480184044,380.9621437513335
355,Desktop,Source2,control,314.6872359007161,309.6978919114218
356,Desktop,Source2,control,333.5293132972832,327.6770454072806
357,Desktop,Source2,control,290.94705689874263,272.34355975423705
358,Desktop,Source2,control,280.01384653679645,281.78102218312966
359,Desktop,Source2,control,402.1367854054632,389.32916278582127
360,Desktop,Source2,control,356.5935755446433,347.80760326554736
361,Desktop,Source2,control,311.6827874873776,326.752933640793
362,Desktop,Source2,control,338.4023371820186,333.395801624952
363,Desktop,Source2,control,206.4773272518637,209.36456291081538
364,Desktop,Source2,control,280.7550085761242,288.65120322190825
365,Desktop,Source2,control,275.088831594061,279.98142848677657
366,Desktop,Source2,control,349.0184690547407,327.2110201997802
367,Desktop,Source2,control,294.2318709219165,294.63090550061844
368,Desktop,Source2,control,327.3067434511837,324.90974883395904
369,Desktop,Source2,control,292.00838873873647,298.358297896431
370,Desktop,Source2,control,321.3590519748245,315.03425479460975
371,Desktop,Source2,control,334.2722948799533,336.15933962493625
372,Desktop,Source2,control,399.07446683880397,396.60772795930245
373,Desktop,Source2,control,324.72733212080095,335.69812006584596
374,Desktop,Source2,control,308.6778175940665,289.6477102186233
375,Desktop,Source2,control,310.1603127955447,303.85272672786147
376,Desktop,Source2,control,306.3714775767246,294.1781088847387
377,Desktop,Source2,control,304.9586287792466,316.30408872859203
378,Desktop,Source2,control,396.0163965954798,404.46726425549645
379,Desktop,Source2,control,309.84094980913574,315.02504655566923
380,Desktop,Source2,control,407.63350764080377,392.59401918783436
381,Desktop,Source2,control,403.36180113293636,390.06354834563814
382,Desktop,Source2,control,507.8589316223512,528.8138947687542
383,Desktop,Source2,control,356.1262160418741,358.8458879747819
384,Desktop,Source2,control,536.259089501021,528.1980474231503
385,Desktop,Source2,control,249.77409413433293,259.1535008237052
386,Desktop,Source2,control,351.6007294073635,348.5930681760401
387,Desktop,Source2,control,324.63999401944113,326.27544588598346
388,Desktop,Source2,control,405.4526828143122,408.99219416207507
389,Desktop,Source2,control,347.5673253205411,333.50288090920833
390,Desktop,Source2,control,335.38622491160015,319.0427211608204
391,Desktop,Source2,control,336.5278537651098,320.7206882447161
392,Desktop,Source2,control,224.96479838593882,238.4781409312463
393,Desktop,Source2,control,366.6649192041599,365.9110046247195
394,Desktop,Source2,control,388.5753620565069,402.7990974242443
395,Desktop,Source2,control,280.4804491201878,282.06327546028865
396,Desktop,Source2,control,323.43146744271223,335.2380451273386
397,Desktop,Source2,control,275.0163714607572,255.82634499674484
398,Desktop,Source2,control,292.0894076757859,305.63210634928697
399,Desktop,Source2,control,436.44588932498715,436.8418819837602
400,Desktop,Source2,control,298.1481551561159,298.37762502680704
401,Desktop,Source2,control,237.70436099666946,241.63846821898773
402,Desktop,Source2,control,279.6565678501989,283.365671841318
403,Desktop,Source2,control,372.7874867655522,385.1418446970743
404,Desktop,Source2,control,271.7465933945331,255.7138986108453
405,Desktop,Source2,control,369.5653000746691,348.6884681110218
406,Desktop,Source2,control,348.77577396388966,336.1950144859798
407,Desktop,Source2,control,325.7297303177353,326.3936487590588
408,Desktop,Source2,control,315.28307296463976,312.9856692907895
409,Desktop,Source2,control,261.83682750365915,259.1439020094211
410,Desktop,Source2,control,308.5094374885894,313.67601492473494
411,Desktop,Source2,control,428.7687548508349,425.4741811108975
412,Desktop,Source2,control,332.2668755751238,338.5409106215063
413,Desktop,Source2,control,276.43990731256287,276.1764600615898
414,Desktop,Source2,control,214.50947164044638,223.50541301421245
415,Desktop,Source2,control,335.6803652094018,327.15540843030436
416,Desktop,Source2,control,244.4090165598667,239.521063343173
417,Desktop,Source2,control,330.30060339084423,330.21679316591246
418,Desktop,Source2,control,314.62977371523294,315.8400865502621
419,Desktop,Source2,control,422.59131488954944,423.8977597172379
420,Desktop,Source2,control,355.35316180489184,370.1135966427386
421,Desktop,Source2,control,318.6023389650774,317.39071543441827
422,Desktop,Source2,control,339.8443762742989,336.7953663185513
423,Desktop,Source2,control,319.63214477782304,290.0116233376946
424,Desktop,Source2,control,351.5094005276721,336.94434788167985
425,Desktop,Source2,control,320.1220518452381,338.93131292356827
426,Desktop,Source2,control,269.3792666903896,274.62226921789335
427,Desktop,Source2,control,286.7393526534832,287.6288635487718
428,Desktop,Source2,control,445.06806058458386,439.59944349003257
429,Desktop,Source2,control,277.8594798086889,267.08149603219897
430,Desktop,Source2,control,293.25684835510725,291.04907425094297
431,Desktop,Source2,control,322.79241707528536,317.90211688813446
432,Desktop,Source2,control,343.2029048593176,345.7612982778395
433,Desktop,Source2,control,338.2384880715012,348.11450820981696
434,Desktop,Source2,control,409.36417803032333,412.3891432227243
435,Desktop,Source2,control,422.9107687040669,400.217015929498
436,Desktop,Source2,control,236.9444378169014,244.60070434545068
437,Desktop,Source2,control,318.6031542425726,326.46324089413184
438,Desktop,Source2,control,292.74101019207643,297.2443774651013
439,Desktop,Source2,control,251.84644970518616,276.1124141067443
440,Desktop,Source2,control,313.1990497619205,302.898376216757
441,Desktop,Source2,control,252.378519562992,242.8333437334562
442,Desktop,Source2,control,340.38546906083826,325.90570813042837
443,Desktop,Source2,control,342.6524254136517,334.5137100207905
444,Desktop,Source2,control,230.19858776312614,248.62571821881974
445,Desktop,Source2,control,307.21420893078346,317.48368824227896
446,Desktop,Source2,control,338.99975513207823,339.89943934960536
447,Desktop,Source2,control,384.60536982729394,373.94419773800905
448,Desktop,Source2,control,355.8449562164252,354.096855898738
449,Desktop,Source2,control,295.89122490738276,315.0972760319014
450,Desktop,Source2,control,285.5059736205628,275.1420759270513
451,Desktop,Source2,control,390.17356783274886,373.80767557553895
452,Desktop,Source2,control,328.32433048799965,341.426550450534
453,Desktop,Source2,control,374.72304967778314,349.84680789038424
454,Desktop,Source2,control,359.0020812975867,368.3702792992521
455,Desktop,Source2,control,309.15809348748377,306.6991904237581
456,Desktop,Source2,control,376.2896932727747,367.2637224224919
457,Desktop,Source2,control,371.5533099891469,381.34884973125463
458,Desktop,Source2,control,264.7701642301795,273.9371380418729
459,Desktop,Source2,control,346.50438240995095,343.82065657228304
460,Desktop,Source2,control,317.51130491654067,328.58469311191146
461,Desktop,Source2,control,323.2902700450512,327.84945165047645
462,Desktop,Source2,control,311.3483455366452,314.7472207768393
463,Desktop,Source2,control,266.47162558018766,256.0657590854012
464,Desktop,Source2,control,284.1803347862105,278.21158126520214
465,Desktop,Source2,control,376.63284311348303,379.7717107771011
466,Desktop,Source2,control,347.9959450562066,358.4293490145075
467,Desktop,Source2,control,381.2398663847401,374.4428626624559
468,Desktop,Source2,control,441.09266266053214,439.3291699191809
469,Desktop,Source2,control,288.6219502681407,294.63054132243127
470,Desktop,Source2,control,433.5493572795378,436.9823361613547
471,Desktop,Source2,control,275.20775567728316,282.75677928177294
472,Desktop,Source2,control,352.43177031779487,341.7857825372796
473,Desktop,Source2,control,411.4037678452505,417.90542775041956
474,Desktop,Source2,control,401.5337840051777,400.1258215470415
475,Desktop,Source2,control,302.7123835355943,325.2171252926075
476,Desktop,Source2,control,302.769690034677,313.2337933106193
477,Desktop,Source2,control,269.8887650426026,271.7197172001991
478,Desktop,Source2,control,296.8594462738235,291.7780865949972
479,Desktop,Source2,control,308.76294439256026,313.9790512461804
480,Desktop,Source2,control,331.9545473208735,326.48115096656596
481,Desktop,Source2,control,308.5789483882127,304.15978836539506
482,Desktop,Source2,control,386.7068699179821,383.3409024392357
